Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price,Duration_minutes
FL160801,Lufthansa,SYD,Bangkok,2025-12-02,08:35,19:24,0,8059.4,Economy,5.0,Winter,Tuesday,Airbus A380,Travel Agent,1,105795.9,650.0
FL164495,Qatar Airways,SIN,Goa,2025-09-25,20:35,01:54,0,3760.0,Economy,11.0,Monsoon,Thursday,Airbus A350,Website,2,54324.84,
FL136512,Singapore Airlines,Dubai,Pune,2025-06-20,7:00 AM,12:41,2,2074.1,Economy,109.0,Monsoon,Friday,Airbus A350,Third-Party,1,17225.02,341.0
FL140247,Singapore Airlines,New York,BLR,2025-08-15,12:00 AM,22:02,2,14078.7,Economy,32.0,Monsoon,Friday,Boeing 777,Travel Agent,1,115770.2,1322.0
FL118947,Emirates,FRA,Kolkata Airport,2026-07-05,7:25 AM,7:06 PM,1,7911.4,Business,2.0,Monsoon,Sunday,Airbus A320,Website,3,200000.0,701.4
FL109775,SpiceJet,Mumbai,AMD,2026-09-20,23:20,01:59,1,451.8,Business,30.0,Monsoon,Sunday,Airbus A320,Travel Agent,5,6287.38,
FL149093,Emirates,,Ahmedabad Airport,2026-01-29,19:20,11:19,1,10695.3,Business,90.0,Winter,Thursday,Airbus A320,Travel Agent,,200000.0,
FL160913,SpiceJet,Pune Airport,Bangalore,2025-03-29,20:40,22:10,0,780.3,Business,44.0,Summer,Saturday,ATR 72,Website,2,11474.9,90.0
FL191110,Lufthansa,Bangkok Airport,Hyderabad,2025-08-04,9:45 PM,1:24 AM,0,2465.1,,43.0,Monsoon,Monday,Airbus A320,Airport Counter,3,30564.5,220.0
FL174076,Singapore Airlines,New York,London,2026-01-31,10:35,8:21 PM,1,5912.2,Economy,153.0,Winter,Saturday,Boeing 787 Dreamliner,Travel Agent,1,58211.87,586.1999999999999
FL131887,Lufthansa,SYD,Goa Airport,2026-01-12,04:20,5:42 PM,0,10040.0,,128.0,Winter,Monday,Boeing 777,Travel Agent,2,200000.0,802.1999999999999
FL159184,British Airways,FRA,Doha Airport,2025-05-10,00:00,,1,4794.2,Economy,1.0,Summer,Saturday,Boeing 777,Third-Party,1,106898.95,
FL102068,Lufthansa,Ahmedabad Airport,SYD,,10:20,02:21,1,10706.0,Business,121.0,Winter,Tuesday,Airbus A380,Third-Party,,200000.0,961.0
FL123261,British Airways,DEL,BKK,2026-02-21,08:35,13:01,0,3069.5,Economy,102.0,Winter,Saturday,Airbus A380,,2,40358.63,266.0
FL176693,British Airways,Kolkata,London,2026-04-16,8:15 AM,10:45 PM,2,8160.6,Economy,12.0,Summer,,Airbus A320,Mobile App,3,65323.62,870.0
FL181792,Qatar Airways,Dubai,Doha,2026-11-29,21:50,12:33 AM,1,400.3,Economy,1.0,Autumn,Sunday,Airbus A350,Travel Agent,2,15000.0,163.0
FL189885,Emirates,Dubai,Kolkata,2025-08-30,20:35,03:56,2,3459.3,Economy,7.0,Monsoon,Saturday,Boeing 777,Travel Agent,1,44676.25,
FL162023,Air India,London,Frankfurt,2025-12-15,4:10 PM,5:30 PM,0,660.9,Economy,0.0,Winter,Monday,Airbus A350,Website,1,15000.0,81.0
FL137079,Emirates,New York,PNQ,2026-10-28,00:30,19:35,1,13156.4,Economy,41.0,Autumn,Wednesday,Airbus A350,Mobile App,2,95615.45,
FL131385,Vistara,Kolkata,,2025-10-07,21:35,9:27 AM,1,7937.6,Premium Economy,6.0,Autumn,Tuesday,Airbus A350,Third-Party,1,143528.98,713.0
FL171327,British Airways,New York,SYD,2026-06-21,04:30,04:37,1,17061.1,Economy,11.0,Monsoon,Sunday,Airbus A380,Mobile App,1,200000.0,1448.0
FL169510,AirAsia India,AMD,Jaipur,2025-11-12,10:10,11:22,0,546.2,Economy,26.0,Autumn,Wednesday,Airbus A321,Website,2,2097.54,72.0
FL185698,GoFirst,DEL,Jaipur,2026-06-21,16:05,17:56,1,247.2,Economy,3.0,Monsoon,Sunday,Airbus A320,Mobile App,two,2000.0,111.0
FL184056,Qatar Airways,Bangkok,,2025-12-16,02:45,05:21,0,1646.6,Premium Economy,3.0,Winter,Tuesday,Airbus A350,Airport Counter,2,37282.23,157.0
FL125098,Thai Airways,Delhi,SIN,2026-02-26,7:00 PM,01:08,0,4404.3,,12.0,Winter,Thursday,Boeing 777,Mobile App,3,83087.74,369.0
FL141421,British Airways,,Mumbai,2026-07-27,3:05 AM,7:50 AM,1,2372.5,Premium Economy,123.0,Monsoon,Monday,Airbus A380,Third-Party,1,35852.56,
FL184022,AirAsia India,Goa,AMD,2026-01-26,,10:40 AM,1,908.9,Economy,25.0,Winter,Monday,Airbus A320,Website,1,4372.34,181.0
FL172485,Singapore Airlines,Dubai,,,07:45,11:18 AM,0,2381.1,Premium Economy,10.0,Monsoon,Monday,Airbus A380,Mobile App,3,55623.09,213.0
FL164154,British Airways,Dubai,Chennai,2026-07-07,03:05,08:50,0,3092.4,Premium Economy,16.0,Monsoon,Tuesday,Boeing 777,Website,1,30938.03,345.0
FL138534,Thai Airways,GOI,SYD,2025-04-01,00:15,16:56,2,10126.2,Business,12.0,Summer,Tuesday,Airbus A380,Travel Agent,1,200000.0,1001.0
FL160730,SINGAPORE AIRLINES,FRA,London,2026-06-02,00:40,3:14 AM,1,669.3,Economy,4.0,Monsoon,Tuesday,Airbus A320,Website,1,15000.0,154.8
FL162967,qatar airways,Dubai,AMD,2025-10-05,08:40,12:38 PM,1,1778.4,Economy,13.0,Autumn,Sunday,Airbus A350,Website,2,18644.78,238.8
FL190338,Qatar Airways,Sydney,London,2025-02-02,08:15,8:06 AM,0,18214.8,Economy,76.0,Winter,Sunday,Airbus A320,Website,1,200000.0,1431.0
FL164762,,Singapore,Dubai,2025-06-03,4:10 AM,12:20,0,5989.1,Economy,5.0,Monsoon,Tuesday,Boeing 777,Website,2,91389.32,491.0
FL181302,Qatar Airways,Doha,London,2025-04-21,07:30,16:49,1,5617.8,Economy,4.0,Summer,Monday,Airbus A350,Website,2,85097.94,
FL153047,Indigo,Chennai,Ahmedabad,2026-05-12,2:55 PM,18:24,1,1417.0,Economy,35.139630174406385,Summer,Tuesday,ATR 72,Mobile App,1,7891.32,209.0
FL121055,Singapore Airlines,Dubai,Jaipur,2026-08-11,13:40,4:49 PM,0,2078.6,Economy,25.0,Monsoon,Tuesday,Airbus A350,Mobile App,3,23274.0,190.0
FL171311,AIR INDIA,BOM,MAA,2026-02-05,12:20,3:40 PM,1,1059.3,Business,23.0,Winter,Thursday,Boeing 737,Website,2,12493.83,201.0
FL116416,Emirates,Hyderabad,Doha,2025-12-20,20:40,01:04,0,3044.2,Economy,94.0,Winter,Saturday,Airbus A320,,2,186.73,264.0
FL110653,Lufthansa,Jaipur,Bangkok,2025-05-27,18:40,,2,3097.0,Premium Economy,11.0,Summer,Tuesday,Boeing 777,Third-Party,1,50698.02,482.0
FL143719,Singapore Airlines,CCU,London,2025-11-24,08:30,21:14,1,8503.9,Economy,1.0,Autumn,Monday,Airbus A320,Website,3,117365.87,765.0
FL115988,Singapore Airlines,Sydney Airport,Mumbai,2025-06-19,18:25,11:01 AM,2,10200.7,Economy,21.0,,Thursday,Airbus A320,Website,3,96289.84,996.0
FL107430,Emirates,Doha,,2026-03-25,09:25,13:04,0,2469.2,Economy,31.0,Summer,Wednesday,Airbus A320,Website,2,32159.56,220.0
FL163220,Thai Airways,New York,Mumbai Airport,2025-06-02,9:05 PM,3:31 PM,1,5190.14254668214,Premium Economy,2.0,Monsoon,Monday,Airbus A350,Mobile App,4,200000.0,1106.0
FL123380,Singapore Airlines,Dubai Airport,Delhi,,8:55 PM,00:21,0,2297.1,Economy,14.0,Winter,Monday,Boeing 787 Dreamliner,Website,3,36062.39,207.0
FL191483,Singapore Airlines,London,BOM,2026-12-04,11:05 AM,22:36,1,7501.0,Premium Economy,32.0,Winter,Friday,Airbus A380,Mobile App,2,93126.49,692.0
FL118282,Emirates,Sydney,Hyderabad Airport,2026-04-06,3:25 PM,06:02,0,5190.14254668214,Economy,9.0,Summer,Monday,Airbus A350,Website,2,90262.13,877.0
FL165246,Qatar Airways,BLR,BKK,2026-07-18,1:50 PM,17:44,0,2661.3,Economy,6.0,Monsoon,Saturday,Airbus A350,Travel Agent,1,48881.67,235.0
FL114362,Qatar Airways,New York,Sydney,2025-05-27,10:25,8:55 AM,0,17162.1,Economy,9.0,Summer,Tuesday,Boeing 777,Website,6,200000.0,1350.0
FL139820,Etihad Airways,Bangkok,Doha,2025-07-19,07:45,16:54,1,5382.6,First,0.0,Monsoon,Saturday,Airbus A320,Website,1,200000.0,549.0
FL188044,Qatar Airways,London,Bangalore,2025-07-02,16:15,05:19,1,8639.1,Economy,159.0,Monsoon,Wednesday,Airbus A350,Website,4,89995.0,784.0
FL130506,Lufthansa,Ahmedabad Airport,Sydney,2026-03-14,8:05 AM,23:35,1,10746.4,Economy,43.0,Summer,,Airbus A380,Airport Counter,1,103118.92,931.0
FL189573,Air India,Hyderabad,BLR,2026-07-03,17:45,18:55,0,530.8,Economy,0.0,Monsoon,Friday,Airbus A320,Travel Agent,2,4946.52,71.0
FL159805,Emirates,Delhi,Frankfurt,2025-11-27,17:50,5:05 AM,2,6256.6,Economy,9.0,Autumn,Thursday,Airbus A350,Third-Party,2,73653.85,676.0
FL129332,Lufthansa,Mumbai,Doha,2025-03-19,18:00,10:47 PM,1,2396.5,Economy,28.0,Summer,Wednesday,Airbus A320,Mobile App,2,26451.52,
FL106057,Vistara,FRA,JFK,,4:45 AM,2:59 PM,1,6654.4,Economy,98.0,Monsoon,Sunday,Boeing 777,Mobile App,5,30929.81,614.4
FL127844,AIR INDIA,Singapore,Pune Airport,2025-07-29,17:35,12:13 AM,0,3908.4,Premium Economy,0.0,Monsoon,Tuesday,Airbus A350,Travel Agent,1,67092.22,399.0
FL196306,Vistara,BLR,Jaipur,2025-04-01,11:55 PM,05:14,2,1676.0,Premium Economy,4.0,Summer,Tuesday,Airbus A320,Airport Counter,1,20269.37,319.0
FL183978,Thai Airways,Ahmedabad,Frankfurt,2026-06-22,21:15,6:58 AM,1,6381.9,Economy,1.0,Monsoon,Monday,Airbus A350,Website,1,120989.17,584.0
FL179859,Emirates,Doha,Hyderabad,2026-08-21,19:55,01:48,1,2956.2,Economy,35.139630174406385,Monsoon,Friday,Airbus A320,Third-Party,5,26120.87,353.0
FL190528,Air India,New York,Sydney,2026-01-03,6:15 AM,,1,16778.8,Economy,13.0,Winter,Saturday,Airbus A350,Website,1,130279.27,1420.0
FL126523,Qatar Airways,Dubai Airport,AMD,2026-01-18,10:05,14:20,1,1823.2,Economy,118.0,Winter,Sunday,Boeing 777,Third-Party,3,22245.05,256.0
FL137179,GoFirst,Goa,Bangalore,2026-05-17,11:25 PM,02:09,0,492.9,Business,178.0,Summer,Sunday,Boeing 737,Mobile App,3,8708.21,164.0
FL103854,Thai Airways,,PNQ,2025-07-02,9:35 AM,14:42,1,2592.5,Business,35.139630174406385,Monsoon,Wednesday,Airbus A380,Third-Party,3,121997.55,307.0
FL163872,British Airways,Bangkok Airport,New York Airport,2025-01-12,05:45,2:24 AM,1,14475.9,Economy,161.0,Winter,,Airbus A350,Airport Counter,2,156381.69,1239.0
FL195954,VISTARA,Delhi,Kolkata,2026-04-24,11:50,14:02,0,1334.1,Premium Economy,36.0,Summer,,Boeing 737,Third-Party,,14063.36,133.0
FL151947,Indigo,Hyderabad Airport,Bangalore,2026-04-04,1:30 PM,14:39,0,509.6,Economy,31.0,,Saturday,Boeing 737,Third-Party,1,2873.15,69.0
FL109605,Etihad Airways,CCU,Bangkok,,2:10 PM,6:02 PM,0,1658.9,Economy,52.0,Summer,Saturday,Airbus A350,Travel Agent,1,20484.33,233.0
FL182799,Qatar Airways,Doha Airport,Goa,2025-12-01,4:25 AM,11:12,2,2627.9,Economy,40.0,,Monday,Airbus A320,,4,21242.52,407.4
FL107862,Qatar Airways,Chennai,Doha Airport,2025-08-26,18:55,02:42,2,3364.2,Economy,42.0,Monsoon,Tuesday,Airbus A320,Mobile App,2,30596.94,467.0
FL144876,Singapore Airlines,DEL,JFK,2026-06-23,5:45 PM,13:10,2,12305.7,,70.0,Monsoon,,Airbus A320,Mobile App,1,200000.0,
FL170661,Indigo,Delhi Airport,Kolkata Airport,,03:40,07:10,1,1392.5,Economy,35.139630174406385,Winter,Tuesday,Boeing 737,Travel Agent,4,4790.77,210.6
FL154752,Thai Airways,London,AMD,2025-08-31,16:35,2:59 AM,1,6942.3,Economy,30.0,Monsoon,Sunday,Airbus A320,Third-Party,2,64681.3,624.6
FL101430,AirAsia India,Ahmedabad,Kolkata,2026-08-10,11:40,14:22,0,1725.7,Business,8.0,,Monday,ATR 72,Website,1,25000.0,163.0
FL166740,SpiceJet,JAI,Chennai,2025-05-30,18:05,20:42,0,1660.6,Economy,45.0,Summer,Friday,Airbus A320,Third-Party,3,7583.69,158.0
FL178587,British Airways,Bangkok,Pune,2025-05-31,11:40 AM,18:42,2,2893.5,Economy,145.0,Summer,Saturday,Airbus A320,Mobile App,1,30594.46,423.0
FL113409,British Airways,Goa,Dubai,2025-06-16,10:35 PM,03:08,1,2317.4,Premium Economy,39.0,Monsoon,Monday,Boeing 787 Dreamliner,Website,1,22139.05,
FL109801,Singapore Airlines,Bangkok,,2026-03-07,6:30 PM,22:11,0,2484.1,Economy,34.0,Summer,Saturday,Boeing 777,Website,2,27444.81,221.0
FL184693,Singapore Airlines,JFK,Delhi,2025-06-20,08:00,00:35,0,12554.8,Economy,40.0,Monsoon,Friday,Airbus A380,Website,1,132363.41,
FL128030,Air India,Ahmedabad,Goa Airport,2025-04-19,09:45,12:46,1,878.3,Economy,37.0,Summer,Saturday,Boeing 737,,two,3219.73,
FL143809,Etihad Airways,Frankfurt,Sydney,2025-05-06,18:25,5:29 PM,1,5190.14254668214,Economy,2.0,Summer,Tuesday,Boeing 777,Third-Party,6,200000.0,1384.8
FL109169,Singapore Airlines,LHR,Chennai,2026-01-04,03:40,5:43 PM,2,8508.1,Business,6.0,Winter,Sunday,,Travel Agent,1,200000.0,
FL125770,Emirates,SYD,Mumbai,2025-08-08,14:45,8:11 AM,2,5190.14254668214,First,22.0,Monsoon,Friday,Airbus A350,Website,6,200000.0,1047.0
FL148465,Vistara,New York,Dubai,2026-02-14,4:40 PM,09:04,1,11077.0,Premium Economy,1.0,Winter,Saturday,Airbus A350,Travel Agent,1,194204.42,984.0
FL172398,etihad airways,Singapore,CCU,,,16:17,1,2918.7,Business,2.0,Monsoon,Monday,Boeing 777,Mobile App,1,137076.24,353.0
FL188642,Etihad Airways,Dubai,DEL,2026-07-31,13:20,16:44,0,2264.5,Economy,8.0,Monsoon,Friday,Airbus A320,Mobile App,2,33949.59,204.0
FL180524,vistara,Pune,Bangkok,2026-06-04,10:05 AM,16:16,1,3055.3,Economy,2.0,Monsoon,Thursday,Airbus A320,Website,2,27422.22,372.0
FL127919,Singapore Airlines,Bangalore,Bangkok,2025-02-07,08:00,15:05,0,2501.1,Economy,109.0,Winter,Friday,Boeing 787 Dreamliner,Third-Party,3,29155.89,426.0
FL105916,Singapore Airlines,Doha Airport,GOI,2025-06-26,08:05,11:58 AM,0,2639.3,Economy,15.0,Monsoon,,,Travel Agent,1,35112.78,233.0
FL123942,British Airways,Singapore,BOM,2025-12-08,,,1,4023.8,Premium Economy,12.0,Winter,Monday,Boeing 777,Mobile App,2,82102.57,
FL162576,GoFirst,Mumbai,Jaipur,2025-03-03,6:30 PM,9:17 PM,1,966.2,Business,5.0,Summer,Monday,Boeing 737,,1,22500.16,
FL164840,AIR INDIA,Jaipur,Goa,2026-03-19,19:20,,0,5190.14254668214,Economy,129.0,Summer,Thursday,Airbus A320,Mobile App,1,7382.17,132.0
FL135054,,Sydney Airport,HYD,2026-10-08,9:15 PM,11:58,1,9782.9,Economy,16.0,Autumn,Thursday,Airbus A350,Travel Agent,1,126351.0,883.0
FL151881,Thai Airways,London Airport,Pune,2026-12-13,10:15,21:31,1,7552.6,Economy,2.0,Winter,Sunday,Boeing 787 Dreamliner,Mobile App,2,198946.88,676.0
FL121544,BRITISH AIRWAYS,Goa,Bangkok,2026-01-03,,,1,3066.0,Business,13.0,Winter,Saturday,Airbus A350,Travel Agent,3,148649.78,337.0
FL150865,Etihad Airways,Sydney Airport,Pune,2025-09-02,07:20,22:19,1,10365.1,,41.0,Monsoon,Tuesday,Airbus A350,Website,3,76490.98,899.0
FL100242,Lufthansa,Frankfurt,Goa,2025-09-27,17:25,4:26 AM,1,7252.6,Economy,5.0,Monsoon,Saturday,Airbus A350,Website,2,76704.07,661.0
FL135803,AirAsia India,Ahmedabad,Chennai Airport,2025-05-23,02:55,08:26,2,1388.8,Economy,39.0,Summer,Friday,Airbus A320,Website,4,5950.75,331.0
FL172555,Singapore Airlines,Mumbai,Frankfurt Airport,2025-05-26,2:40 PM,1:16 AM,1,5190.14254668214,Economy,1.0,Summer,Monday,Boeing 777,Third-Party,1,141212.24,636.0
FL188790,Vistara,Bangalore Airport,JFK,2025-02-27,1:00 AM,10:07 PM,2,13973.2,Economy,21.0,Winter,Thursday,Airbus A380,Mobile App,1,72674.87,1267.0
FL125431,British Airways,Delhi,LHR,2025-06-07,10:05,21:08,1,7126.5,Economy,13.0,Monsoon,Saturday,,Travel Agent,1,59508.78,663.0
FL170704,Qatar Airways,Hyderabad,Doha,2026-03-09,15:45,8:09 PM,0,3052.1,Premium Economy,36.0,Summer,Monday,Airbus A380,Travel Agent,2,59635.4,264.6
FL153303,SpiceJet,Mumbai,,2026-02-15,10:45 PM,00:47,0,1208.7,Economy,14.0,Winter,Sunday,Boeing 737,,3,10651.03,123.0
FL124844,Emirates,Dubai,Hyderabad,2025-04-27,23:25,04:27,1,2586.9,Premium Economy,6.0,Summer,Sunday,Boeing 777,Mobile App,2,39237.37,302.4
FL104421,emirates,Mumbai,London Airport,2025-07-09,20:30,6:53 AM,0,7713.3,Premium Economy,35.139630174406385,Monsoon,Wednesday,Boeing 777,Mobile App,2,106812.48,623.0
FL160573,British Airways,Sydney,Pune,2025-02-16,4:45 AM,9:55 PM,2,10459.3,Premium Economy,30.0,Winter,Sunday,Airbus A320,Airport Counter,1,165092.78,1031.0
FL118612,Emirates,Goa,Singapore Airport,2026-09-03,2:45 AM,10:25 AM,2,3684.2,,2.0,Monsoon,Thursday,Airbus A350,Website,3,58388.32,460.0
FL172369,SpiceJet,Bangalore,Pune Airport,2025-05-05,22:05,11:32 PM,0,752.2,Economy,1.0,Summer,Monday,Airbus A320,Mobile App,1,4840.87,88.0
FL158544,Thai Airways,Singapore,London Airport,2025-03-25,00:40,3:10 PM,0,10929.7,Premium Economy,162.0,,Tuesday,Airbus A320,Website,1,139903.83,
FL116353,Singapore Airlines,Ahmedabad,London,2026-04-25,3:50 AM,2:47 PM,1,7268.3,Premium Economy,30.0,Summer,Saturday,Boeing 777,Third-Party,3,158660.2,658.0
FL157924,,Ahmedabad,New York Airport,2026-03-18,12:20 PM,06:22,1,12491.9,Economy,44.0,Summer,Wednesday,Boeing 777,Mobile App,1,131132.1,1082.0
FL107793,LUFTHANSA,Hyderabad Airport,Doha Airport,2026-03-07,5:25 PM,23:10,1,3034.9,Economy,155.0,Summer,Saturday,Airbus A320,,1,26002.27,345.59999999999997
FL197441,British Airways,Kolkata Airport,Doha,,12:40,18:05,0,3842.2,,10.0,Autumn,Saturday,Boeing 777,Airport Counter,2,55100.95,
FL129593,Emirates,Chennai,Frankfurt,2025-03-02,21:10,11:02 AM,2,8062.9,Premium Economy,4.0,Summer,Sunday,Airbus A380,Third-Party,4,137742.84,
FL154098,Etihad Airways,Chennai,Frankfurt,2025-04-17,3:15 PM,01:39,0,7724.1,First,96.0,Summer,Thursday,Airbus A380,Travel Agent,2,200000.0,
FL108321,Air India,SYD,Frankfurt,2026-10-11,6:25 AM,05:44,0,17800.4,First,17.0,Autumn,Sunday,Boeing 777,Website,3,200000.0,1399.0
FL184787,BRITISH AIRWAYS,Frankfurt,Bangalore,2026-05-28,03:00,3:19 PM,2,7514.7,Premium Economy,143.0,Summer,Thursday,Airbus A350,Third-Party,3,88984.6,739.0
FL181777,british airways,Doha Airport,Pune,2025-02-04,12:15,17:41,1,2495.1,Premium Economy,103.0,Winter,Tuesday,Airbus A380,Travel Agent,2,23620.65,327.0
FL100322,EMIRATES,JAI,Frankfurt,2026-11-13,09:30,19:21,1,6420.2,Economy,2.0,Autumn,Friday,Boeing 777,Mobile App,2,82645.37,591.0
FL154842,Etihad Airways,Sydney,Goa,2026-09-12,10:30 AM,01:32,1,10252.4,Economy,8.0,Monsoon,Saturday,Airbus A350,Website,5,85295.1,
FL130533,AirAsia India,DEL,Mumbai,2026-10-22,11:40 AM,4:17 PM,2,1205.7,,70.0,Autumn,Thursday,Boeing 737,Travel Agent,4,3745.78,277.0
FL133324,Etihad Airways,BLR,New York,2025-12-08,16:30,10:56 AM,0,13989.1,Economy,140.0,Winter,Monday,Boeing 787 Dreamliner,Website,1,148921.45,
FL187155,Etihad Airways,Pune,SYD,2026-06-22,3:30 AM,6:54 PM,1,10553.1,Economy,39.0,,Monday,Boeing 787 Dreamliner,Airport Counter,1,85544.8,924.0
FL150133,GoFirst,Pune,Mumbai,2026-10-21,11:05,11:50,0,150.0,Economy,3.0,Autumn,Wednesday,Airbus A320,Website,2,2000.0,
FL108834,Singapore Airlines,Chennai,Bangkok Airport,2025-01-31,22:10,4:29 AM,2,2272.7,First,14.0,Winter,,Airbus A350,Third-Party,3,104781.82,379.20000000000005
FL197140,Singapore Airlines,Singapore,Dubai,2025-01-27,07:40,,1,6148.6,Economy,0.0,Winter,Monday,Airbus A350,Third-Party,,129882.56,
FL182820,Lufthansa,,SYD,2026-09-07,2:35 PM,6:11 AM,1,10565.3,Economy,7.0,Monsoon,Monday,Boeing 787 Dreamliner,Mobile App,1,165361.5,937.0
FL106064,Indigo,Hyderabad,Jaipur,2025-02-25,14:35,16:33,0,1149.9,Economy,78.0,Winter,,Airbus A321,Travel Agent,4,4831.77,118.2
FL140520,Emirates,London Airport,DXB,2025-02-16,,6:08 AM,0,5705.8,Economy,166.0,Winter,Sunday,Airbus A320,Third-Party,1,61522.87,469.0
FL120377,Indigo,GOI,Hyderabad Airport,2026-07-28,01:55,3:08 AM,0,571.3,Economy,6.0,Monsoon,Tuesday,Airbus A321,Travel Agent,1,3301.11,74.0
FL128659,Singapore Airlines,Singapore,Dubai,2026-09-15,,10:17 AM,1,6022.3,Economy,10.0,Monsoon,Tuesday,Boeing 787 Dreamliner,Website,1,51261.85,563.0
FL186547,SpiceJet,HYD,Goa,2026-06-09,12:35 PM,1:48 PM,0,570.5,Economy,40.0,Monsoon,Tuesday,Airbus A320,Mobile App,2,2779.36,74.0
FL142493,vistara,Delhi Airport,MAA,2026-11-08,19:05,21:59,0,1880.6,Premium Economy,15.0,Autumn,Sunday,ATR 72,Travel Agent,1,18776.91,175.0
FL128911,Vistara,DXB,JFK,2025-04-02,07:25,11:49 PM,1,11226.9,Economy,16.0,Summer,Wednesday,Airbus A320,Third-Party,2,108017.53,985.0
FL161376,Thai Airways,Sydney Airport,New York,2025-04-06,23:50,23:39,2,16102.5,Premium Economy,26.0,Summer,Sunday,Airbus A350,Third-Party,1,200000.0,1430.0
FL197151,lufthansa,London,Frankfurt Airport,2025-08-25,20:30,9:50 PM,0,656.1,Economy,20.0,Monsoon,Monday,Airbus A380,Website,,15000.0,80.0
FL114001,GOFIRST,Chennai Airport,Bangalore,2025-09-25,12:25,3:02 PM,1,311.7,Business,10.0,Monsoon,Thursday,ATR 72,Website,1,3817.87,157.0
FL119875,Singapore Airlines,Jaipur,New York,2026-12-07,03:20,7:50 PM,0,12489.3,Economy,17.0,Winter,Monday,Boeing 787 Dreamliner,Website,1,184421.0,991.0
FL153029,Emirates,Frankfurt,JFK,2025-06-13,23:35,09:35,1,6606.9,Economy,2.0,Monsoon,Friday,Boeing 787 Dreamliner,Mobile App,one,140529.98,600.0
FL106618,SpiceJet,BOM,Ahmedabad Airport,2025-02-22,12:25 AM,3:14 AM,1,450.9,Economy,3.0,Winter,Saturday,ATR 72,Mobile App,2,3935.54,
FL158573,Qatar Airways,MAA,Doha Airport,2026-01-17,,14:32,0,3344.2,Premium Economy,82.0,Winter,Saturday,Boeing 787 Dreamliner,Website,1,73320.07,287.0
FL186731,singapore airlines,Bangkok,BLR,2025-02-11,00:20,04:09,0,2590.7,First,4.0,Winter,Tuesday,Airbus A380,Mobile App,1,182157.22,
FL176440,Lufthansa,Goa,Bangkok,2025-11-05,17:25,9:45 PM,0,2994.9,Business,122.0,Autumn,Wednesday,Airbus A380,Travel Agent,,91407.73,260.0
FL135018,SpiceJet,Pune Airport,Hyderabad,2025-11-05,09:00,11:49 AM,1,5190.14254668214,Economy,22.0,Autumn,Wednesday,Airbus A320,Website,1,2719.75,170.0
FL140536,Vistara,Chennai,Jaipur,2025-06-12,,4:59 AM,1,1614.8,Premium Economy,28.0,Monsoon,,ATR 72,Mobile App,1,15953.05,
FL135671,Indigo,Pune,Goa Airport,2026-11-24,14:50,17:02,1,5190.14254668214,First,0.0,Autumn,Tuesday,ATR 72,Website,one,9677.53,
FL155562,British Airways,Pune,New York,2026-02-19,3:45 AM,22:24,1,13245.9,Economy,0.0,,Thursday,Boeing 777,,4,200000.0,1120.0
FL195654,Indigo,Goa,Bangalore,2026-12-24,16:10,5:19 PM,0,519.5,Economy,56.0,Winter,Thursday,Airbus A321,Travel Agent,3,2000.0,70.0
FL135206,British Airways,Doha,,2025-07-04,01:40,05:30,0,2603.6,Economy,0.0,Monsoon,Friday,Airbus A380,,,56782.48,230.0
FL171304,Emirates,LHR,Kolkata,2025-04-10,13:45,03:59,2,8479.6,Business,30.0,Summer,Thursday,Boeing 787 Dreamliner,Mobile App,4,168137.15,855.0
FL153267,airasia india,Hyderabad,Mumbai,2025-11-20,11:25 PM,12:44 AM,0,648.3,Business,3.0,Autumn,Thursday,Airbus A320,Website,,17080.88,80.0
FL180878,Lufthansa,BKK,Doha,2026-05-01,1:15 AM,08:33,0,5308.1,Economy,23.0,Summer,Friday,Boeing 787 Dreamliner,Website,3,67008.18,438.59999999999997
FL153686,Lufthansa,Frankfurt,Mumbai,2025-06-18,13:35,00:17,1,6622.5,Economy,85.0,Monsoon,Wednesday,,Airport Counter,6,59704.48,642.0
FL188148,British Airways,DEL,,2026-02-24,12:15,22:46,1,6902.9,Economy,28.0,Winter,Tuesday,Boeing 787 Dreamliner,Third-Party,2,88976.07,631.0
FL176069,Vistara,Pune,Bangalore,2026-07-27,07:20,08:48,0,763.9,Premium Economy,162.0,Monsoon,Monday,Airbus A320,,3,4897.46,89.0
FL125913,Qatar Airways,Sydney,DEL,2025-07-12,5:10 PM,09:18,1,11240.5,Premium Economy,26.0,Monsoon,Saturday,Boeing 777,Mobile App,1,178377.89,968.4000000000001
FL184633,Air India,Ahmedabad,Mumbai Airport,2026-04-25,6:40 AM,10:10 AM,2,455.3,Economy,0.0,Summer,Saturday,Airbus A320,Website,1,4453.8,210.0
FL145310,Indigo,Delhi,PNQ,,20:10,11:35 PM,1,1250.0,Economy,35.139630174406385,Autumn,Thursday,Airbus A321,Website,2,3642.65,205.0
FL150742,GoFirst,Hyderabad Airport,Mumbai,2025-12-13,15:40,16:58,0,630.6,Economy,6.0,Winter,Saturday,Boeing 737,Mobile App,1,4914.18,
FL150053,GoFirst,Pune,Kolkata,2026-02-11,7:30 PM,10:06 PM,0,1640.2,Economy,42.0,Winter,,Airbus A320,Travel Agent,2,6441.23,156.0
